"Number";"Name";"Deployment State";"Incident State";"Vendor";"Model";"Description";"Type";"Owner";"SerialNumber";"WarrantyExpirationDate";"InstallDate";"Note"
"1423000495";"128842";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLLH";"2018-03-22";"2018-03-22";
"1423000496";"128827";"Production";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLN8";"2018-03-22";"2018-03-22";
"1423000503";"128852";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"8SSD20F82751WU6B4CTL";"2018-03-22";"2018-03-22";
"1423000505";"128822";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLP3";"2018-03-22";"2018-03-22";
"1423000506";"128878";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLNP";"2018-03-22";"2018-03-22";
"1423000507";"128826";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KN98";"2018-03-22";"2018-03-22";
"1423000508";"128817";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLMK";"2018-03-22";"2018-03-22";
"1423000509";"128815";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KL9M";"2018-03-22";"2018-03-22";
"1423000510";"128898";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLLC";"2018-03-22";"2018-03-22";
"1423000511";"128887";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KL9A";"2018-03-22";"2018-03-22";
"1423000512";"128879";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLL7";"2018-03-22";"2018-03-22";
"1423000513";"128834";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLN4";"2018-03-22";"2018-03-22";
"1423000514";"128907";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLKT";"2018-03-22";"2018-03-22";
"1423000515";"128831";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLMR";"2018-03-22";"2018-03-22";
"1423000516";"128877";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLMV";"2018-03-22";"2018-03-22";
"1423000517";"128846";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLL9";"2018-03-22";"2018-03-22";
"1423000519";"128873";"Maintenance";"Equipamento Usado - com avarias";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO COM DEFEITO";"Docking Station";"estoque@callink.com.br";"8SSD20F82751WU6B4CYM";"2018-03-23";"2018-03-23";
"1423000520";"131674";"Production";"Equipamento Novo";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO NOVO";"Docking Station";"";"1S40A1M2B0KLA6";"2018-03-23";"2018-03-23";
"1423000521";"131666";"Estoque";"Equipamento Novo";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO NOVO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLN7";"2018-03-23";"2018-03-23";
"1423000522";"131667";"Estoque";"Equipamento Novo";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO NOVO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLNB";"2018-03-23";"2018-03-23";
"1423000523";"131671";"Estoque";"Equipamento Novo";"LENOVO";"THINKPAD PRO DOCK";"THINKPAD PRO DOCK";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLM9";"2018-03-23";"2018-03-23";
"1423000524";"131673";"Estoque";"Equipamento Novo";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO NOVO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLMP";"2018-03-23";"2018-03-23";
"1423000525";"131668";"Estoque";"Equipamento Novo";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO NOVO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLLX";"2018-03-23";"2018-03-23";
"1423000526";"131672";"Estoque";"Equipamento Novo";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO NOVO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLKW";"2018-03-23";"2018-03-23";
"1423000527";"131669";"Estoque";"Equipamento Novo";"DELL";"THINKPAD PRO DOCK";"EQUIPAMENTO NOVO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLLW";"2018-03-23";"2018-03-23";
"1423000528";"131670";"Estoque";"Equipamento Novo";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO NOVO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLMF";"2018-03-23";"2018-03-23";
"1423000529";"131718";"Estoque";"Equipamento Novo";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO NOVO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLM2";"2018-03-23";"2018-03-23";
"1423000559";"128841";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"1S40A1M2B0KLP4";"2018-03-24";"2018-03-24";
"1423000564";"128851";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"THINKPAD PRO DOCK";"EQUIPAMENTO USADO EM BOM ESTADO";"Docking Station";"estoque@callink.com.br";"8SSD20F82751WU6B4CTS";"2018-03-24";"2018-03-24";
"1423000741";"123553";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"CCQ19440VPD";"2018-04-02";"2018-04-02";
"1423000772";"114414";"Production";"Equipamento Usado - em bom estado";"LG";"E2241";"";"Monitor";"";"402SPUU08142";"2018-04-03";"2018-04-03";
"1423000979";"131899";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"0274HQABC03260V";"2018-04-05";"2018-04-05";
"1423000991";"131917";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQBC200981F";"2018-04-05";"2018-04-05";
"1423001176";"132116";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQAC502497J";"2018-04-11";"2018-04-11";
"1423001218";"105236";"Maintenance";"Equipamento Usado - com avarias";"SANSUNG";"B1930N";"";"Monitor";"estoque@callink.com.br";"0118HQAZ505133N";"2018-04-12";"2018-04-12";
"1423001229";"132200";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQBBB00173H";"2018-04-12";"2018-04-12";
"1423001230";"132186";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"estoque@callink.com.br";"0274HQABB01004W";"2018-04-12";"2018-04-12";
"1423001231";"132188";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"estoque@callink.com.br";"0274HQCBB00746D";"2018-04-12";"2018-04-12";
"1423001232";"132189";"Estoque";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"estoque@callink.com.br";"0274HQAC506054Y";"2018-04-12";"2018-04-12";
"1423001233";"132230";"Production";"Equipamento Usado - em bom estado";"SANSUNG";"B1940W";"";"Monitor";"";"0274HQDBB00132A";"2018-04-18";"2018-04-18";
"1423001234";"136272";"Production";"Equipamento Novo";"-";"PA220";"Firewall Palo Alto, modelo PA220";"Switch";"";"012801060420";"2018-11-13";;
"1423001235";"136273";"Production";"Equipamento Novo";"-";"PA220";"Firewall Palo Alto, modelo PA220";"Switch";"";"012801060406";"2018-11-13";;
"1423001236";"136285";"Production";"Equipamento Novo";"CISCO";"WC-C2960X-48LPS-LB";"SWITCH CISCO

LOCALIZADO NO 2º PISO - DIGICOB";"Switch";"";"TSP2216ACBB";"2018-11-27";;
"1423001237";"128884";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"DOCKING STATION";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLPY";"2018-12-11";"2018-12-11";
"1423001238";"128857";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"DOCKING STATION";"Docking Station";"tempo.cmdb@callink.com.br";"8SSD20F82751WU6B4CT3";"2018-12-11";"2018-12-11";
"1423001239";"128900";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"DOCKING STATION";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLA1";"2018-12-11";"2018-12-11";
"1423001240";"134934";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"DOCKING STATION";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLA3";"2018-12-11";"2018-12-11";
"1423001241";"129084";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"DOCKING STATION";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLMT";"2018-12-11";"2018-12-11";
"1423001242";"128808";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"DOCKING STATION";"Docking Station";"tempo.cmdb@callink.com.br";"8SSD20F82751WU6B4CT6";"2018-12-11";"2018-12-11";
"1423001243";"128881";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLP1";"2018-12-13";"2018-12-13";
"1423001244";"128862";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KL9R";"2018-12-13";"2018-12-13";
"1423001245";"136340";"Production";"Equipamento Novo";"ASPECT";"UMS -00";"UNIFIED MEDIA SERVER";"Switch";"";"REG PART NO: 881391R-00 / MFG PART NO: 7000-6708";"2019-01-24";;
"1423001246";"136342";"Production";"Equipamento Novo";"ASPECT";"UMS -00";"UNIFIED MEDIA SERVER";"Switch";"";"7000-6708 - 2001071";"2019-01-29";;
"1423001247";"136341";"Production";"Equipamento Novo";"ASPECT";"UMS -00";"UNIFIED MEDIA SERVER";"Switch";"";"700-6708 - 2001065";"2019-01-29";;
"1423001248";"128909";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLKV";"2019-02-18";"2019-02-18";
"1423001249";"128854";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLA8";"2019-02-18";"2019-02-18";
"1423001250";"128904";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KL9Z";"2019-02-18";"2019-02-18";
"1423001251";"128821";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLP5";"2019-02-18";"2019-02-18";
"1423001252";"128812";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KN9H";"2019-02-18";"2019-02-18";
"1423001253";"128864";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KN7X";"2019-02-18";"2019-02-18";
"1423001254";"128905";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLL5";"2019-02-18";"2019-02-18";
"1423001255";"128838";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLND";"2019-02-18";"2019-02-18";
"1423001256";"134928";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLLL";"2019-02-18";"2019-02-18";
"1423001257";"128866";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLNW";"2019-02-18";"2019-02-18";
"1423001258";"128850";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"8SSD20F82751WU6B4CTR";"2019-02-18";"2019-02-18";
"1423001259";"128883";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KL9P";"2019-02-18";"2019-02-18";
"1423001260";"128865";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KN7R";"2019-02-18";"2019-02-18";
"1423001261";"128832";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLNA";"2019-02-18";"2019-02-18";
"1423001262";"128868";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLM3";"2019-02-18";;
"1423001263";"128809";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"8SSD20F82751WU6B4CT4";"2019-02-18";"2019-02-18";
"1423001264";"128863";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KN7N";"2019-02-18";"2019-02-18";
"1423001265";"128882";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLKX";"2019-02-18";;
"1423001266";"128875";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"8SSD20F82751WU6B4D5R";"2019-02-18";"2019-02-18";
"1423001267";"128872";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLAM";"2019-02-18";"2019-02-18";
"1423001268";"128901";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLA7";"2019-02-22";"2019-02-22";
"1423001269";"128867";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLNX";"2019-02-22";"2019-02-22";
"1423001270";"128886";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLL6";"2019-02-22";"2019-02-22";
"1423001271";"128861";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLL0";"2019-02-22";"2019-02-22";
"1423001272";"128871";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLAN";"2019-02-22";"2019-02-22";
"1423001273";"128928";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLKH";"2019-02-22";"2019-02-22";
"1423001274";"128895";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLL8";"2019-02-22";"2019-02-22";
"1423001275";"128849";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"8SSD20F82751WU6B4CSZ";"2019-02-22";"2019-02-22";
"1423001276";"128848";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLLV";"2019-02-22";"2019-02-22";
"1423001277";"129630";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B13W9T";"2019-02-22";"2019-02-22";
"1423001278";"128845";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLP2";"2019-02-22";"2019-02-22";
"1423001279";"128860";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"8SSD20F82751WU6B4CN0";"2019-02-22";"2019-02-22";
"1423001280";"128829";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLMW";"2019-02-22";"2019-02-22";
"1423001281";"128893";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KN7T";"2019-02-22";"2019-02-22";
"1423001282";"128889";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KN7P";"2019-02-22";"2019-02-22";
"1423001283";"128891";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KL9W";"2019-03-01";"2019-03-01";
"1423001284";"128844";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLLE";"2019-03-01";"2019-03-01";
"1423001285";"128894";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KN9G";"2019-03-01";"2019-03-01";
"1423001286";"128897";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLLB";"2019-03-08";"2019-03-08";
"1423001287";"128858";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"8SSD20F82751WU6B4CN2";"2019-03-08";"2019-03-08";
"1423001288";"128896";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLLR";"2019-03-08";"2019-03-08";
"1423001289";"128856";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"8SSD20F82751WU6B4CPA";"2019-03-08";"2019-03-08";
"1423001290";"128885";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLAB";"2019-03-08";"2019-03-08";
"1423001291";"128870";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLLK";"2019-03-08";"2019-03-08";
"1423001292";"S\N";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"8SSD20F82751WU6B4CYK";"2019-03-08";"2019-03-08";
"1423001293";"128847";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLAP";"2019-03-08";"2019-03-08";
"1423001294";"128839";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLN5";"2019-03-08";"2019-03-08";
"1423001295";"128813";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KL93";"2019-03-08";;
"1423001296";"128902";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLNK";"2019-03-08";"2019-03-08";
"1423001297";"128840";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"1S40A1M2B0KLN9";"2019-03-08";"2019-03-08";
"1423001298";"128892";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"8SSD20F82751WU6B4CPC";"2019-03-08";"2019-03-08";
"1423001299";"128874";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"8SSD20F82751WU6B4CN4";"2019-03-08";"2019-03-08";
"1423001300";"128876";"Production";"Equipamento Usado - em bom estado";"LENOVO";"D33B65";"";"Docking Station";"tempo.cmdb@callink.com.br";"8SSD20F82751WU6B4D5L";"2019-03-08";"2019-03-08";
