"Number";"Name";"Deployment State";"Incident State";"Vendor";"Model";"Description";"Type";"Owner";"SerialNumber";"WarrantyExpirationDate";"InstallDate";"Note"
"1423000163";"105310";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00JC14810";"2018-03-15";"2018-03-15";
"1423000164";"107200";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K205691";"2018-03-15";"2018-03-15";
"1423000165";"105601";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K214255";"2018-03-15";"2018-03-15";
"1423000166";"108967";"Maintenance";"Equipamento Usado - com avarias";"LINKSYS";"SPA922";"";"Ramal";"estoque@callink.com.br";"8801BFA00406";"2018-03-15";"2018-03-15";
"1423000167";"105725";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00JC14601";"2018-03-15";"2018-03-15";
"1423000168";"107115";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K200562";"2018-03-15";"2018-03-15";
"1423000169";"104943";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K200509";"2018-03-15";"2018-03-15";
"1423000170";"105549";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K214545";"2018-03-15";"2018-03-15";
"1423000171";"105636";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00J813746";"2018-03-15";"2018-03-15";
"1423000172";"104840";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K214421";"2018-03-15";"2018-03-15";
"1423000173";"105661";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00J813748";"2018-03-15";"2018-03-15";
"1423000174";"104801";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K214420";"2018-03-15";"2018-03-15";
"1423000175";"106585";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K200328";"2018-03-15";"2018-03-15";
"1423000176";"126755";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"8801BFA02369";"2018-03-15";"2018-03-15";
"1423000177";"105654";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K213836";"2018-03-15";"2018-03-15";
"1423000178";"105585";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K214258";"2018-03-15";"2018-03-15";
"1423000179";"105591";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K214259";"2018-03-15";"2018-03-15";
"1423000180";"105694";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K213698";"2018-03-15";"2018-03-15";
"1423000181";"105554";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K214551";"2018-03-15";"2018-03-15";
"1423000182";"105827";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K213688";"2018-03-15";"2018-03-15";
"1423000183";"105652";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K213841";"2018-03-15";"2018-03-15";
"1423000184";"105634";"Estoque";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"estoque@callink.com.br";"4MK00J813673";"2018-03-15";"2018-03-15";
"1423000185";"107080";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K205485";"2018-03-15";"2018-03-15";
"1423000186";"126770";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00H108620";"2018-03-15";"2018-03-15";
"1423000187";"108459";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CBT150401AR";"2018-03-15";"2018-03-15";
"1423000188";"131656";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ210403Z7";"2018-03-15";"2018-03-15";
"1423000189";"131641";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ20510BS5";"2018-03-15";"2018-03-15";
"1423000190";"109361";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CBT15400E4N";"2018-03-15";"2018-03-23";
"1423000191";"108430";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CBT150902EP";"2018-03-15";"2018-03-23";
"1423000192";"109215";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CBT153604ID";"2018-03-15";"2018-03-15";
"1423000193";"131655";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ20510H9L";"2018-03-15";"2018-03-23";
"1423000194";"109000";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CBT153503ML";"2018-03-15";"2018-03-15";
"1423000195";"126681";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ16490PA5";"2018-03-15";"2018-03-15";
"1423000196";"131654";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ210404LJ";"2018-03-15";"2018-03-15";
"1423000197";"131643";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ210203Z1";"2018-03-15";"2018-03-15";
"1423000198";"108996";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CBT153503MQ";"2018-03-15";"2018-03-23";
"1423000199";"108387";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CBT150902N9";"2018-03-15";"2018-03-23";
"1423000200";"126938";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ18470CHH";"2018-03-15";"2018-03-23";
"1423000201";"123566";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ1944119S";"2018-03-15";"2018-03-15";
"1423000202";"108418";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CBT150400TK";"2018-03-15";"2018-03-15";
"1423000203";"131593";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ20411CRS";"2018-03-15";"2018-03-15";
"1423000204";"111058";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CBT15440996";"2018-03-15";"2018-03-15";
"1423000205";"114583";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ174102PB";"2018-03-15";"2018-03-15";
"1423000206";"131594";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CBT154702X5";"2018-03-15";"2018-03-15";
"1423000207";"123533";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"CCQ194411B8";"2018-03-15";"2018-03-15";
"1423000208";"133576";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"CCQ18490KGS";"2018-03-15";"2018-05-23";
"1423000209";"109005";"Maintenance";"Equipamento Usado - com avarias";"CISCO";"SPA502G";"";"Ramal";"estoque@callink.com.br";"CBT153503KG";"2018-03-15";"2018-03-15";
"1423000210";"131603";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ210203UE";"2018-03-15";"2018-03-15";
"1423000211";"133628";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ18310IDZ";"2018-03-15";"2018-05-23";
"1423000212";"112274";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CBT15430CNX";"2018-03-15";"2018-03-15";
"1423000213";"127318";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ19150B23";"2018-03-15";"2018-06-30";
"1423000214";"123540";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ194410QR";"2018-03-15";"2018-06-30";
"1423000215";"133610";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"CCQ18310IIF";"2018-03-15";"2018-05-23";
"1423000216";"131604";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"CCQ210203TG";"2018-03-15";"2018-03-15";
"1423000217";"131605";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ20411CS6";"2018-03-15";"2018-03-15";
"1423000218";"109196";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"CBT153604IO";"2018-03-15";"2018-03-15";
"1423000219";"109188";"Estoque";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"estoque@callink.com.br";"CBT153604IB";"2018-03-15";"2018-03-15";
"1423000220";"109566";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"CBT15400ED5";"2018-03-15";"2018-03-15";
"1423000221";"131595";"Maintenance";"Equipamento Usado - com avarias";"CISCO";"SPA502G";"";"Ramal";"estoque@callink.com.br";"CBT154702Z5";"2018-03-15";"2018-03-15";
"1423000222";"109563";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"CBT15400ECZ";"2018-03-15";"2018-03-15";
"1423000223";"112426";"Maintenance";"Equipamento Usado - com avarias";"CISCO";"SPA502G";"";"Ramal";"estoque@callink.com.br";"CBT15430CO2";"2018-03-15";"2018-03-15";
"1423000224";"108426";"Manutenção de Garantia";"Equipamento Usado - com avarias";"CISCO";"SPA502G";"";"Ramal";"estoque@callink.com.br";"CBT150902NX";"2018-03-15";"2018-03-15";
"1423000225";"108392";"Maintenance";"Equipamento Usado - com avarias";"CISCO";"SPA502G";"";"Ramal";"estoque@callink.com.br";"CBT150902N8";"2018-03-15";"2018-03-15";
"1423000226";"108421";"Maintenance";"Equipamento Usado - com avarias";"CISCO";"SPA502G";"";"Ramal";"estoque@callink.com.br";"CBT150902OE";"2018-03-15";"2018-03-15";
"1423000227";"109400";"Maintenance";"Equipamento Usado - com avarias";"CISCO";"SPA502G";"";"Ramal";"estoque@callink.com.br";"CBT15400E3U";"2018-03-15";"2018-03-15";
"1423000228";"105639";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"4MK00J813747";"2018-03-15";"2018-03-15";
"1423000229";"122571";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"CCQ18310III";"2018-03-15";"2018-03-15";
"1423000230";"133599";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"CCQ18240GRU";"2018-03-15";;
"1423000231";"133637";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ18470CHI";"2018-03-15";"2018-08-30";
"1423000232";"123568";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ1944119I";"2018-03-15";"2018-03-15";
"1423000233";"131625";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ2104041I";"2018-03-15";"2018-03-15";
"1423000234";"130912";"Maintenance";"Equipamento Usado - com avarias";"CISCO";"SPA502G";"";"Ramal";"estoque@callink.com.br";"CBT1544096O";"2018-03-15";"2018-03-15";
"1423000235";"108319";"Estoque";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"estoque@callink.com.br";"CBT150902OR";"2018-03-15";"2018-03-15";
"1423000236";"123559";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"estoque@callink.com.br";"CCQ19440VMY";"2018-03-15";"2018-06-30";
"1423000237";"112451";"Maintenance";"Equipamento Usado - com avarias";"CISCO";"SPA502G";"";"Ramal";"estoque@callink.com.br";"CBT15440993";"2018-03-15";"2018-03-15";
"1423000238";"126969";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ18490LUL";"2018-03-15";"2018-03-15";
"1423000239";"123574";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ19440ZT1";"2018-03-15";"2018-03-15";
"1423000240";"131653";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ16440O51";"2018-03-15";"2018-03-15";
"1423000241";"112336";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CBT15400E64";"2018-03-15";"2018-03-15";
"1423000242";"127352";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ19030GB1";"2018-03-15";"2018-03-15";
"1423000243";"112456";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ161605C4";"2018-03-15";"2018-03-15";
"1423000244";"112422";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CBT15430COJ";"2018-03-15";"2018-03-15";
"1423000245";"111083";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CBT15430CNW";"2018-03-15";"2018-03-15";
"1423000246";"126974";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ18490KFI";"2018-03-15";"2018-03-15";
"1423000247";"131628";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"CCQ210203SV";"2018-03-15";"2018-03-15";
"1423000248";"112437";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ161605CN";"2018-03-15";"2018-03-15";
"1423000249";"108508";"Maintenance";"Equipamento Usado - com avarias";"CISCO";"SPA502G";"";"Ramal";"estoque@callink.com.br";"CBT150902O2";"2018-03-15";"2018-03-15";
"1423000250";"127356";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ1902070A";"2018-03-15";"2018-03-15";
"1423000251";"122661";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ19120AQZ";"2018-03-15";"2018-03-15";
"1423000252";"126891";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ18240GSY";"2018-03-15";"2018-03-15";
"1423000253";"127338";"Production";"Equipamento Usado - em bom estado";"CISCO";"SPA502G";"";"Ramal";"";"CCQ19030GCJ";"2018-03-15";"2018-03-15";
"1423000254";"104808";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K214759";"2018-03-15";"2018-03-15";
"1423000255";"105525";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K205672";"2018-03-15";"2018-03-15";
"1423000256";"105334";"Maintenance";"Equipamento Usado - com avarias";"LINKSYS";"SPA922";"";"Ramal";"estoque@callink.com.br";"4MK00JC14718";"2018-03-15";"2018-03-15";
"1423000257";"105700";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K213852";"2018-03-15";"2018-03-15";
"1423000258";"126767";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00H108335";"2018-03-15";"2018-03-15";
"1423000259";"104933";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K214476";"2018-03-15";"2018-03-15";
"1423000260";"105560";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00JC14563";"2018-03-15";"2018-03-15";
"1423000261";"104622";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00H515202";"2018-03-15";"2018-08-06";
"1423000262";"105799";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K213678";"2018-03-15";"2018-03-15";
"1423000263";"103348";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00H515955";"2018-03-15";"2018-03-15";
"1423000264";"104641";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00H515950";"2018-03-15";"2018-03-15";
"1423000265";"105665";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K213858";"2018-03-15";"2018-03-15";
"1423000266";"105545";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"4MK00K213692";"2018-03-15";"2018-03-15";
"1423000267";"105496";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"4MK00K200123";"2018-03-15";"2018-03-15";
"1423000268";"104841";"Estoque";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"estoque@callink.com.br";"4MK00K214418";"2018-03-15";"2018-03-15";
"1423000269";"105825";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"4MK00K213685";"2018-03-15";"2018-03-15";
"1423000270";"105699";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"4MK00K213861";"2018-03-15";"2018-03-15";
"1423000271";"105984";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K205450";"2018-03-15";"2018-03-15";
"1423000272";"105649";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"4MK00JC14633";"2018-03-15";"2018-03-15";
"1423000273";"105613";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"4MK00K213669";"2018-03-15";"2018-03-15";
"1423000274";"105670";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"4MK00K213712";"2018-03-15";"2018-03-15";
"1423000275";"107530";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K200341";"2018-03-15";"2018-03-15";
"1423000276";"126787";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4LO00G807453";"2018-03-15";"2018-03-15";
"1423000277";"105721";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"4MK00JC14592";"2018-03-15";"2018-03-15";
"1423000278";"105321";"Estoque";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"estoque@callink.com.br";"4MK00JC14558";"2018-03-15";"2018-03-15";
"1423000279";"106614";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"4MK00K205720";"2018-03-15";"2018-03-15";
"1423000280";"105590";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"4MK00K214256";"2018-03-15";"2018-03-15";
"1423000281";"105707";"Maintenance";"Equipamento Usado - com avarias";"LINKSYS";"SPA922";"";"Ramal";"estoque@callink.com.br";"4MK00K200231";"2018-03-15";"2018-03-15";
"1423000282";"105340";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00JC14807";"2018-03-15";"2018-03-15";
"1423000283";"105641";"Maintenance";"Equipamento Usado - com avarias";"LINKSYS";"SPA922";"";"Ramal";"estoque@callink.com.br";"4MK00JC14642";"2018-03-15";"2018-03-15";
"1423000284";"104823";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K200449";"2018-03-15";"2018-03-15";
"1423000285";"105966";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"4MK00JC14600";"2018-03-15";"2018-03-15";
"1423000286";"113076";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"4MK00J813740";"2018-03-15";"2018-03-15";
"1423000287";"105986";"Maintenance";"Equipamento Usado - com avarias";"LINKSYS";"SPA922";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"estoque@callink.com.br";"4MK00K205420";"2018-03-15";"2018-03-15";
"1423000288";"106628";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"EQUIPAMENTO USADO EM BOM ESTADO";"Ramal";"";"4MK00K205774";"2018-03-15";"2018-03-15";
"1423000289";"105719";"Maintenance";"Equipamento Usado - com avarias";"LINKSYS";"SPA922";"";"Ramal";"estoque@callink.com.br";"4MK00JC14630";"2018-03-15";"2018-03-15";
"1423000290";"105730";"Production";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"";"4MK00K200236";"2018-03-15";"2018-03-15";
"1423000291";"105574";"Estoque";"Equipamento Usado - em bom estado";"LINKSYS";"SPA922";"";"Ramal";"estoque@callink.com.br";"4MK00JC14567";"2018-03-15";"2018-03-15";
