"Number";"Name";"Deployment State";"Incident State";"Vendor";"Model";"Description";"Type";"Owner";"SerialNumber";"OperatingSystem";"GraphicAdapter";"OtherEquipment";"WarrantyExpirationDate";"InstallDate";"Note"
"1422000122";"131555";"Production";"Equipamento Novo";"LENOVO";"81CC";"EQUIPAMENTO NOVO";"Laptop";"28496_bruno";"PE036PMY";"";"";;"2018-03-01";"2018-03-01";
"1422000123";"114131";"Production";"Equipamento Usado - em bom estado";"HP";"4440G1";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"fabricio_cecilio";"BRJ4020B51";"";"";;"2018-03-01";"2018-03-01";
"1422000124";"131542";"Production";"Equipamento Novo";"LENOVO";"81CC";"EQUIPAMENTO NOVO";"Laptop";"75fd_nathalia";"PE-02ZKAF";"";"";;"2018-03-06";"2018-03-06";
"1422000125";"111094";"Estoque";"Equipamento Usado - em bom estado";"HP";"PROBOOK 4430s i3";"EQUIPAMENTO USADO EM BOM ESTADO

- QUEBRADO LATERAL PRÓXIMO AO LEITOR DE DVD;
- QUEBRADO PRÓXIMO A TELA LATERAL ESQUERDA;";"Laptop";"estoque@callink.com.br";"BR6225926D";"";"";;"2018-03-06";"2018-03-06";
"1422000126";"131553";"Production";"Equipamento Usado - em bom estado";"HP";"4440 s";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"guilherme_neves";"BRG316F8LH";"";"";;"2018-03-07";"2018-03-07";
"1422000127";"112063";"Production";"Equipamento Usado - em bom estado";"HP";"4440s";"NOTEBOOK EM BOM ESTADO";"Laptop";"jefferson_teo";"BRG250F3FM";"";"";;"2018-03-07";"2018-03-07";
"1422000128";"128912";"Production";"Equipamento Novo";"LENOVO";"310";"EQUIPAMENTO NOVO";"Laptop";"cristiano_andra";"PE02CUR6";"";"";;"2018-03-07";"2018-03-07";
"1422000129";"112125";"Production";"Equipamento Usado - em bom estado";"HP";"4440 S";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"4730pc_ligia";"BRG250F3K2";"";"";;"2018-03-07";"2018-03-07";
"1422000130";"111816";"Production";"Equipamento Usado - em bom estado";"HP";"4430 S";"EQUIPAMENTO USADO EM BOM ESTADO DE CONSERVAÇÃO";"Laptop";"28950_marcia";"BRG239FL1K";"";"";;"2018-03-07";"2018-03-07";
"1422000131";"131437";"Production";"Equipamento Novo";"LENOVO";"V310";"EQUIPAMENTO NOVO";"Laptop";"lorenna_costa";"PE02XOKN";"";"";;"2018-03-07";"2018-03-07";
"1422000132";"131427";"Production";"Equipamento Novo";"LENOVO";"V310";"EQUIPAMENTO NOVO";"Laptop";"elen_braga";"PE02ZB2V";"";"";;"2018-03-07";"2018-03-07";
"1422000133";"106361";"Production";"Equipamento Usado - em bom estado";"HP";"4320S";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"danielle_moura";"BRG113F6DL";"";"";;"2018-03-07";"2018-03-07";
"1422000134";"131171";"Production";"Equipamento Novo";"LENOVO";"V310";"EQUIPAMENTO NOVO";"Laptop";"mauro_taveira";"PE02J1A2";"";"";;"2018-03-07";"2018-03-07";
"1422000135";"131164";"Production";"Equipamento Novo";"LENOVO";"V310";"EQUIPAMENTO NOVO";"Laptop";"gabriel_fer";"PE02JIBA";"";"";;"2018-03-07";"2018-03-07";
"1422000136";"111792";"Production";"Equipamento Usado - em bom estado";"HP";"4430 S";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"fernanda_felix";"BRG238F4WC";"";"";;"2018-03-07";"2018-03-07";
"1422000137";"105895";"Production";"Equipamento Usado - em bom estado";"HP";"4320 S";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"pedro_neto";"BRGO40F3K1";"";"";;"2018-03-07";"2018-03-07";
"1422000138";"111095";"Production";"Equipamento Novo";"HP";"4430 S";"NOTEBOOK NOVO";"Laptop";"dandara_alves";"BRG22SF2G2";"";"";;"2018-03-07";"2018-03-07";
"1422000139";"106998";"Inactive";"Equipamento Usado - com avarias";"HP";"4320 S";"NOTEBOOK SEM RECUPERAÇÃO - SUCATA";"Laptop";"estoque@callink.com.br";"BRG113F6FY";"";"98-4B-E1-AC-85-BA";;"2018-03-07";"2018-03-07";
"1422000140";"122602";"Production";"Equipamento Usado - em bom estado";"LENOVO";"E431 i5";"NOTEBOOK USADO EM BOM ESTADO DE CONSERVAÇÃO

- FALTA BOTÃO CENTRAL DO MOUSE;";"Laptop";"28706_thiago";"PEERF37";"";"";;"2018-03-07";"2018-03-07";
"1422000141";"131554";"Production";"Equipamento Novo";"LENOVO";"81CC";"NOTEBOOK NOVO";"Laptop";"28708_maria";"PE036P9E";"";"";;"2018-03-07";"2018-03-07";
"1422000142";"107552";"Production";"Equipamento Usado - em bom estado";"HP";"PROBOOK HP 4320s i5";"EQUIPAMENTO USADO -EM BOM ESTADO";"Laptop";"30503_jonatan";"BRG113F6F5";"";"";;"2018-03-08";"2018-03-08";
"1422000143";"109757";"Production";"Equipamento Usado - em bom estado";"HP";"4430 S";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"kelara_pires";"BRG212F0VF";"";"";;"2018-03-08";"2018-03-08";
"1422000144";"124927";"Production";"Equipamento Novo";"HP";"640";"EQUIPAMENTO NOVO";"Laptop";"lorena_rocha";"BRJ529VDM3";"";"";;"2018-03-08";"2018-03-08";
"1422000145";"111796";"Production";"Equipamento Usado - em bom estado";"HP";"4430 S";"NOTEBOOK EM PERFEITO ESTADO, EM AVARIAS USADA.";"Laptop";"onorana_rodrigu";"BRG239F9X6";"";"";;"2018-03-08";"2018-03-08";
"1422000146";"111784";"Production";"Equipamento Usado - em bom estado";"HP";"443O S";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"carliany_martin";"BRG231F3TR";"";"";;"2018-03-08";"2018-03-08";
"1422000147";"110779";"Production";"Equipamento Usado - em bom estado";"HP";"4440 S";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"otavio_galvao";"BRG315F86S";"";"";;"2018-03-08";"2018-03-08";
"1422000148";"114665";"Production";"Equipamento Novo";"HP";"440";"EQUIPAMENTO NOVO";"Laptop";"marcella_ferreir";"BRJ4186QDD";"";"";;"2018-03-08";"2018-03-08";
"1422000149";"131426";"Production";"Equipamento Novo";"LENOVO";"V310";"EQUIPAMENTO NOVO";"Laptop";"samantha_amaral";"PE02ZB33";"";"";;"2018-03-08";"2018-03-08";
"1422000150";"110553";"Production";"Equipamento Usado - em bom estado";"HP";"4430 S";"EQUIPAMENTO USADO - EM BOM ESTADO

OBS: NOTEBOOK PASSADO PARA IGOR CASSIANO FERREIRA NO DIA 14/05/2018, EM BOM ESTADO APRESENTANDO UM QUEBRADO NO CANTO DO LADO DIREITO PRÓXIMO A BATERIA.";"Laptop";"28062_igor";"BRG232FHXY";"";"";;"2018-03-08";"2018-03-08";
"1422000151";"113222";"Production";"Equipamento Usado - com avarias";"LENOVO";"T430";"FALTA BOTÃO CENTRAL DO MOUSE.
TAMPA DO ALTO FALANTE.";"Laptop";"filipe_ferreira";"PEXF351";"";"";;"2018-03-08";"2018-03-08";
"1422000152";"131167";"Production";"Equipamento Novo";"SANSUNG";"NP300ESK";"EQUIPAMENTO NOVO";"Laptop";"leonardo_victor";"07GD9QAJ200048";"";"";;"2018-03-08";"2018-03-08";
"1422000153";"123328";"Production";"Equipamento Usado - em bom estado";"HP";"4440S";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"hilton_tsukide";"BRG302FGOW";"";"";;"2018-03-08";"2018-03-08";
"1422000154";"131163";"Production";"Equipamento Novo";"LENOVO";"V310";"EQUIPAMENTO USADO EM BOM ESTADO DE CONSERVAÇÃO.";"Laptop";"sergio_prestes";"PEO2JIC5";"";"";;"2018-03-08";"2018-03-08";
"1422000155";"131552";"Production";"Equipamento Usado - em bom estado";"HP";"4440S i5";"EQUIPAMENTO USADO EM BOM ESTADO DE CONSERVAÇÃO";"Laptop";"wender_prado";"BRG315F84X";"";"";;"2018-03-08";"2018-03-08";
"1422000156";"124578";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"helio_sassioto";"PE024DSM";"";"";;"2018-03-09";"2018-03-09";
"1422000157";"124558";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO


NOTEBOOK ERA DATEMPO SERVICOS";"Laptop";"30381_fabiano";"PE024DUE";"";"";;"2018-03-09";"2018-03-09";
"1422000158";"124539";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"30558_carlos";"PE024DS2";"";"";;"2018-03-09";"2018-03-09";
"1422000159";"124584";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO



NOTEBOOK ERA TEMPO SERVICOS";"Laptop";"marcela_pimenta";"PE024DWR";"";"";;"2018-03-09";"2018-03-09";
"1422000160";"124444";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440 i5";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"fernando_kenji";"PE024DVZ";"";"";;"2018-03-09";"2018-03-09";
"1422000161";"124542";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO


SOLICITO PELO Rodrigo Storti de Arantes EM 17/07/2018.";"Laptop";"rodrigo_silveira";"PE024DS9";"";"";;"2018-03-09";"2018-03-09";
"1422000162";"124541";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"raphael";"PE024DTQ";"";"";;"2018-03-09";"2018-03-09";
"1422000163";"124451";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"artur_moura";"PE024DXP";"";"";;"2018-03-09";"2018-03-09";
"1422000164";"124529";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO


NOTEBOOK TEMPO SERVICOS

NOTEBOOK ENCAMINHADO PARA PREPARAÇÃO - BÁRBARA MENDES ALVES";"Laptop";"30277_barbara";"PE024DY2";"";"";;"2018-03-09";"2018-03-09";
"1422000165";"124545";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440 i5";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"renato_teixeira";"PE024DTX";"";"";;"2018-03-09";"2018-03-09";
"1422000166";"124550";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"gloria_tanferre";"PE024DSB";"";"";;"2018-03-09";"2018-03-09";
"1422000167";"124570";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440 i5";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"marcelo_resende";"PE024DS0";"";"";;"2018-03-09";"2018-03-09";
"1422000168";"124551";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"28061_petherson";"PE024DTM";"";"";;"2018-03-09";"2018-03-09";
"1422000169";"124714";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO



NOTEBOOK TEMPO SERVICOS";"Laptop";"estoque@callink.com.br";"PE024DSK";"";"";;"2018-03-09";"2018-03-09";
"1422000170";"124719";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO



NOTEBOOK TEMPO SERVICOS";"Laptop";"estoque@callink.com.br";"PE024DS8";"";"";;"2018-03-09";"2018-03-09";
"1422000171";"124555";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440 i5";"NOTEBOOK USADO EM BOM ESTADO";"Laptop";"luciano_moura";"PE024DSJ";"";"";;"2018-03-09";"2018-03-09";
"1422000172";"124573";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"30639_everton";"PE024DUL";"";"";;"2018-03-09";"2018-03-09";
"1422000173";"124410";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO -EM BOM ESTADO";"Laptop";"bruna_verissimo";"PE024DSX";"";"";;"2018-03-10";"2018-03-10";
"1422000174";"124784";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM EM BOM ESTADO


NOTEBOOK TEMPO SERVICOS";"Laptop";"estoque@callink.com.br";"PE024DTT";"";"";;"2018-03-10";"2018-03-10";
"1422000175";"124454";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM ESTADO



NOTEBOOK TEMPO SERVICOS";"Laptop";"28498_romulo";"PE024DXM";"";"";;"2018-10-01";"2018-10-01";
"1422000176";"124524";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"";"Laptop";"tempo.cmdb@callink.com.br";"1S20B7S26602PE024DX2";"";"";;"2018-03-10";"2018-03-10";
"1422000177";"124673";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440 i5";"EQUIPAMENTO USADO - EM BOM ESTADO


*NOTEBOOK EM TESTE - RETIRADO PELA MARTA MATOS";"Laptop";"29225_marta";"PE024DSH";"";"";;"2018-03-10";"2018-03-10";
"1422000178";"124517";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO


NOTEBOOK TEMPO SERVICOS";"Laptop";"gesse_lore";"PE024DXV";"";"";;"2018-03-10";"2018-03-10";
"1422000179";"124412";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440 i5";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"filogenio_neto";"PE024DY6";"";"";;"2018-03-10";"2018-03-10";
"1422000180";"124587";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440 i5";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"29141_gabriel";"PE024DT1";"";"";;"2018-03-10";"2018-03-10";
"1422000181";"124443";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440 i5";"NOTEBOOK USADO EM BOM ESTADO";"Laptop";"30752_rodrigo";"PE024DYH";"";"";;"2018-03-10";"2018-03-10";
"1422000182";"124557";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"sheila_fideles";"PE024DTC";"";"";;"2018-03-10";;
"1422000183";"124547";"Estoque";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO



NOTEBOOK TEMPO SERVICOS";"Laptop";"estoque@callink.com.br";"PE024DW7";"";"";;"2018-03-10";"2018-03-10";
"1422000184";"124553";"Maintenance";"Equipamento Usado - em bom estado";"LENOVO";"T440";"EQUIPAMENTO USADO - EM BOM ESTADO



NOTEBOOK TEMPO SERVICOS";"Laptop";"estoque@callink.com.br";"PE024DU0";"";"";;"2018-03-10";"2018-03-10";
"1422000185";"124527";"Production";"Equipamento Usado - em bom estado";"LENOVO";"T440 i5";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"leonardo_camilo";"PE024DXB";"";"";;"2018-03-10";"2018-03-10";
"1422000186";"131436";"Production";"Equipamento Usado - em bom estado";"LENOVO";"V310 i5";"NOTEBOOK USADO EM BOM ESTADO";"Laptop";"davi_valukas";"PE02ZB31";"";"";;"2018-03-14";"2018-03-14";
"1422000187";"131344";"Production";"Equipamento Novo";"LENOVO";"V310";"EQUIPAMENTO NOVO";"Laptop";"lucas_giani";"PE02J1AP";"";"";;"2018-03-14";"2018-03-14";
"1422000188";"131452";"Production";"Equipamento Usado - em bom estado";"LENOVO";"V310";"EQUIPAMENTO USADO EM BOM ESTADO DE CONSERVAÇÃO;

- SEM O PÉ DE BORRACHA SUPERIOR ESQUERDO;
- teclas ""W"", ""S"" e ""B"" estão soltando;";"Laptop";"maika_medeiros";"PE02ZB1A";"";"";;"2018-03-14";"2018-03-14";
"1422000189";"114662";"Estoque";"Equipamento Usado - com avarias";"HP";"HP 440 G1 i5";"- BATERIA COM DEFEITO";"Laptop";"estoque@callink.com.br";"BRJ4155C3K";"";"";;"2018-03-14";"2018-03-14";
"1422000190";"112616";"Production";"Equipamento Usado - em bom estado";"HP";"4440S";"EQUIPAMENTO USADO - EM BOM ESTADO";"Laptop";"tatiana_vecchi";"BRG316F2GW";"";"";;"2018-03-14";"2018-03-14";
"1422000191";"114127";"Production";"Equipamento Usado - em bom estado";"HP";"440 i5";"EQUIPAMENTO USADO EM BOM ESTADO DE CONSERVAÇÃO";"Laptop";"amanda_rafaela";"BRJ4040SP6";"";"";;"2018-03-14";"2018-03-14";
"1422000192";"131556";"Production";"Equipamento Usado - em bom estado";"LENOVO";"B320 i5";"NOTEBOOK USADO EM BOM ESTADO DE CONSERVAÇÃO";"Laptop";"31616_matheus";"PE036P9S";"";"";;"2018-03-14";"2018-03-14";
"1422000193";"127575";"Production";"Equipamento Usado - com avarias";"HP";"4430S";"TRAVAS DA BATERIA QUEBRADAS";"Laptop";"pedro_hen";"BRC239F9G6";"";"";;"2018-03-26";"2018-03-26";
"1422000194";"114336";"Production";"Equipamento Usado - com avarias";"HP";"440";"TELA FALHANDO";"Laptop";"arthur_franc";"BRJ41558DR";"";"";;"2018-03-26";"2018-03-26";
"1422000195";"122624";"Production";"Equipamento Usado - em bom estado";"LENOVO";"E431";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"larissa_abdanur";"PEDZR54";"";"";;"2018-03-26";"2018-03-26";
"1422000196";"124931";"Production";"Equipamento Novo";"HP";"640";"EQUIPAMENTO NOVO.";"Laptop";"kele_braga";"BRJ529VDM2";"";"";;"2018-03-26";"2018-03-26";
"1422000197";"124917";"Production";"Equipamento Usado - em bom estado";"HP";"640 i5";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"claudia_maria";"BRJ529VDLX";"";"";;"2018-03-26";"2018-03-26";
"1422000198";"108851";"Production";"Equipamento Usado - em bom estado";"HP";"4430S";"HP";"Laptop";"lucas_li";"BRG145F7GD";"";"";;"2018-03-26";"2018-03-26";
"1422000199";"124933";"Production";"Equipamento Usado - em bom estado";"HP";"640 i5";"EQUIPAMENTO USADO EM BOM ESTADO

- AMASSADO NO CANTO DIREITO DA CARCAÇA.";"Laptop";"31159_lorrayne";"BRJ529VDLV";"";"";;"2018-03-26";"2018-03-26";
"1422000200";"109062";"Production";"Equipamento Usado - em bom estado";"HP";"4430S";"EQUIPAMENTO USADO EM BOM ESTADO, com quebrado no canto da tampa do lado direito e um quebrado na moldura.";"Laptop";"amanda_fernan";"BRG152F34Y";"";"";;"2018-03-26";"2018-03-26";
"1422000201";"115591";"Production";"Equipamento Usado - em bom estado";"LENOVO";"E431";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"roger_lima";"PECBR23";"";"";;"2018-03-26";"2018-03-26";
"1422000202";"115625";"Production";"Equipamento Usado - com avarias";"LENOVO";"E431 i5";"NOTEBOOK USADO COM AVARIAS:

- BOTAO CENTRAL DO MOUSE;
- QUEBRADO PRÓX A SAÍDA DE AR DO COOLER;";"Laptop";"amanda_costa";"PEDZM98";"";"";;"2018-03-27";"2018-03-27";
"1422000203";"115590";"Production";"Equipamento Usado - em bom estado";"LENOVO";"E431 i7";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"158fd_keilamar";"PECBR60";"";"";;"2018-03-27";"2018-03-27";
"1422000204";"114138";"Production";"Equipamento Novo";"LENOVO";"E431";"EQUIPAMENTO NOVO.";"Laptop";"livio_herdade";"PEBPK65";"";"";;"2018-03-27";"2018-03-27";
"1422000205";"114791";"Production";"Equipamento Usado - em bom estado";"LENOVO";"E431";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"paulo_vieira";"PECNL87";"";"";;"2018-03-27";"2018-03-27";
"1422000206";"131428";"Production";"Equipamento Novo";"LENOVO";"N310";"EQUIPAMENTO NOVO";"Laptop";"lorena_peixoto";"PE02ZB2H";"";"";;"2018-03-27";"2018-03-27";
"1422000207";"131445";"Production";"Equipamento Novo";"LENOVO";"V310";"EQUIPAMENTO USADO EM BOM ESTADO DE CONSERVAÇÃO";"Laptop";"analu_santos";"PE027BZP";"";"";;"2018-03-27";"2018-03-27";
"1422000208";"111096";"Production";"Equipamento Usado - em bom estado";"HP";"4430S i3";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"rayane_dasilva";"BRG225F2HV";"";"";;"2018-03-27";"2018-03-27";
"1422000209";"111092";"Production";"Equipamento Novo";"PROBOOK";"4430513";"NOTEBOOK USADO EM BOM ESTADO SEM NENHUMA AVARIA";"Laptop";"gabriel_dantas";"BRG225F2CW";"";"";;"2018-03-27";"2018-03-27";
"1422000210";"112614";"Production";"Equipamento Usado - em bom estado";"HP";"TP-LINK";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"vinicius_carrijo";"01789355201020";"";"";;"2018-03-27";"2018-03-27";
"1422000211";"105896";"Production";"Equipamento Usado - em bom estado";"HP";"4320s i5";"EQUIPAMENTO USADO EM BOM ESTADO

- DOBRADIÇA ESQUERDA QUEBRADA;
- QUEBRADO NA LATERAL DIREITA;
- DESGASTE DO TEMPO;";"Laptop";"douglas_silva";"BRG040F3MJ";"";"";;"2018-03-28";"2018-03-28";
"1422000212";"136371";"Estoque";"Equipamento Usado - com avarias";"HP";"4430S i3";"NOTEBOOK USADO COM AVARIAS:
- Canto direito superior, esquerdo superior e inferior quebrados;
- Moldura do gravador de dvd quebrado;
- Moldura de tela sem parafuso e tampa de parafuso;
- Tampa de telas com marcas profundas de arranhão;
- Notebook em geral com várias marcas de desgaste;



Patrimônio Antigo(111633) apagado, novo PT 136371";"Laptop";"estoque@callink.com.br";"BRG229F5J8";"";"";;"2018-03-28";"2018-03-28";
"1422000213";"114140";"Production";"Equipamento Usado - com avarias";"HP";"440";"TAMPA FRONTAL QUEBRADA";"Laptop";"roberta_hipolita";"BRJ404055Y";"";"";;"2018-03-28";"2018-03-28";
"1422000214";"122599";"Production";"Equipamento Usado - em bom estado";"LENOVO";"E431";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"victor_heringer";"PEEPR64";"";"";;"2018-03-28";"2018-03-28";
"1422000215";"114159";"Production";"Equipamento Novo";"HP";"440";"EQUIPAMENTO USADO EM BOM ESTADO";"Laptop";"christiane_canut";"BRJ4144XKY";"";"";;"2018-03-28";"2018-03-28";
"1422000216";"106469";"Production";"Equipamento Usado - com avarias";"HP";"4320S";"CAPA SOLTANDO";"Laptop";"edson_dantas";"BRG113F6FG";"";"";;"2018-03-28";"2018-03-28";
"1422000217";"108780";"Production";"Equipamento Novo";"HP";"4430S";"EQUIPAMENTO NOVO.";"Laptop";"eduardo_reis";"BRG145F77B";"";"";;"2018-03-28";"2018-03-28";
"1422000218";"114130";"Production";"Equipamento Novo";"HP";"440";"EQUIPAMENTO NOVO.";"Laptop";"lucio_sousa";"BRJ4020BNN";"";"";;"2018-03-28";"2018-03-28";
"1422000219";"127690";"Production";"Equipamento Novo";"T440";"LENOVO";"EQUIPAMENTO NOVO.";"Laptop";"lylianara_franca";"PE0224DSY";"";"";;"2018-03-28";"2018-03-28";
"1422000220";"111814";"Production";"Equipamento Novo";"HP";"4430S";"EQUIPAMENTO NOVO.";"Laptop";"frederico_alvar";"BRG239FKVT";"";"";;"2018-03-28";"2018-03-28";
"1422000221";"104773";"Production";"Equipamento Usado - em bom estado";"HP";"4320S";"NOTEBOOK USADO EM BOM ESTADO

- FALTANDO A TAMPA DO CARTÃO SD;
- RACHADO LATERIAS(ESQUERDA/DIREITA);";"Laptop";"italo_fernandes";"BLG049F0X5";"";"";;"2018-03-28";"2018-03-28";
"1422000222";"109759";"Production";"Equipamento Usado - com avarias";"HP";"4430S";"DOBRADIÇA DANIFICADA";"Laptop";"rodrigo_po";"BRG212F0VH";"";"";;"2018-03-28";"2018-03-28";
"1422000223";"109173";"Production";"Equipamento Usado - com avarias";"HP";"430";"NOTEBOOK USADO COM AVARIA:

- TRAVA DA BATERIA QUEBRADA;
- DESGASTE DO TEMPO;";"Laptop";"ana_michele";"BRG203F5QW";"";"";;"2018-03-28";"2018-03-28";
"1422000224";"131333";"Production";"Equipamento Novo";"LENOVO";"V310";"EQUIPAMENTO NOVO.";"Laptop";"ana_sil";"PE02J1B3";"";"";;"2018-03-28";"2018-03-28";
"1422000225";"131331";"Production";"Equipamento Usado - em bom estado";"LENOVO";"V310 i5";"EQUIPAMENTO USADO EM BOM ESTADO DE CONSERVAÇÃO

- DANO NA CARCAÇA INFERIOR DIREITA(CANTO), PEQUENO RACHADO.";"Laptop";"luza_borg";"PE02J19U";"";"";;"2018-03-28";"2018-03-28";
"1422000226";"136248";"Production";"Equipamento Usado - em bom estado";"HP";"4440";"EQUIPAMENTO USADO EM BOM ESTADO

- TRINCADOS NA TAMPA;";"Laptop";"ian_aguiar";"BRG250F3K1";"";"";;"2018-03-28";"2018-03-28";
